Name,Population,Sq Mi,X,Y,Zip Code,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,7/6/20,7/7/20,7/9/20,7/10/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/23/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/12/20,8/13/20,8/14/20,8/16/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/26/20,8/28/20,8/31/20,9/2/20,9/3/20,9/6/20,9/7/20,9/8/20,9/9/20,9/13/20,9/15/20,9/16/20,9/18/20,9/21/20,9/23/20,9/24/20,9/29/20,10/5/20,10/6/20,10/7/20,10/11/20,10/12/20,10/13/20,10/19/20,10/21/20,10/22/20,10/23/20,10/26/20,10/28/20,10/29/20,10/30/20,11/4/20,11/6/20,11/8/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20,11/18/20,11/19/20,11/20/20,11/21/20,11/22/20,11/23/2020,11/24/2020
Glenwood,678,5.42,42.6057,-78.6191,14069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
Gowanda,7706,44.41,42.44377,-78.90769,14070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.2,0.8,0.8,0.8,0.8,0.8,1.5,1.5,1.3,1.3,1.3,0.7,0.7,0.7,1.2,1.2
Grand Island,20809,33.26,43.0119,-78.9559,14072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.0,1.0,0.8,0.6,0.6,0.4,1.4,1.8,1.7,1.7,2.2,2.2,2.2,2.2,2.4,2.5,1.9,1.5,1.5,1.5,1.3,1.3,1.2,1.2,1.0,1.2,0.8,0.8,0.9,0.9,0.6,0.6,0.7,0.7,0.7,0.4,0.4,0.6,0.3,0.3,0.3,0.3,0.2,0.4,0.3,0.3,0.7,1.5,1.5,1.5,1.5,2.0,1.9,1.7,1.9,2.1,1.7,1.0,1.0,1.0,1.9,1.7,2.1,2.2,2.1,2.3,2.3,2.5,2.5,2.5,1.6,1.9,2.1,2.0,2.0,4.1,4.1,3.6,6.8,6.8,6.8,6.2,5.7,11.7,11.7,9.2,9.2,9.2,6.0,6.0,6.0,12.5,12.5
Hamburg,43111,38.97,42.716,-78.82434,14075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,1.0,1.5,2.2,2.2,2.2,2.9,2.9,3.3,3.7,3.2,3.2,3.1,2.4,2.4,2.5,1.9,1.9,1.7,1.3,0.9,0.9,0.5,0.5,0.5,1.7,1.6,1.6,1.8,1.8,1.7,1.7,1.9,1.9,1.9,0.6,0.6,0.8,0.5,0.5,0.5,0.5,0.3,0.4,0.5,0.7,1.2,1.1,1.0,1.0,1.0,1.5,1.7,1.6,2.8,2.8,2.3,3.5,3.7,3.7,4.9,4.8,4.9,5.4,4.1,4.4,4.4,3.7,3.9,3.9,2.7,4.6,5.5,5.0,5.0,9.4,9.4,8.8,18.5,18.5,18.5,16.2,15.0,38.2,38.2,33.3,33.3,33.3,23.2,23.2,23.2,46.5,46.5
Holland,4460,50.61,42.6405,-78.5435,14080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.4,0.4,0.4,0.4,0.5,0.6,0.6,0.6,0.5,0.5,0.2,0.4,0.4,0.4,0.3,0.2,1.1,1.1,1.1,1.1,1.1,0.9,0.9,0.9,2.4,2.4
Irving,3204,40.63,42.4617,-79.027,14081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.8,0.8,0.8,0.6,0.6,1.1,1.1,0.9,0.9,0.9,0.5,0.5,0.5,1.6,1.6
Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.7,0.5,0.5,0.8,0.8,1.0,1.1,1.1,1.0,1.1,1.0,0.8,0.8,0.5,0.5,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.5,0.6,0.6,0.5,0.5,0.5,0.6,0.4,0.4,0.4,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,1.2,1.2,1.1,3.1,3.1,3.1,3.1,3.0,5.9,5.9,4.9,4.9,4.9,2.9,2.9,2.9,6.7,6.7
Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.3,1.3,1.4,1.5,1.5,1.4,2.1,2.3,2.1,1.7,1.7,1.7,1.7,1.6,1.9,2.1,1.5,1.3,1.4,1.0,1.1,1.1,0.9,0.9,0.6,0.7,0.6,0.6,0.6,0.6,0.5,0.5,1.1,1.1,1.6,1.3,1.3,1.9,1.9,1.9,1.9,1.9,1.3,2.3,1.8,2.1,2.2,1.8,1.6,1.6,1.6,3.1,3.5,2.5,2.9,3.4,3.3,3.7,3.8,3.8,4.0,2.7,2.8,2.9,2.5,3.1,3.1,3.9,4.1,4.1,3.9,5.3,5.6,5.5,5.5,6.7,6.7,5.3,9.9,9.9,9.9,8.3,7.5,21.8,21.8,19.2,19.2,19.2,14.3,14.3,14.3,33.8,33.8
Lawtons,1086,22.21,42.5386,-78.9061,14091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.9,0.9
Marilla,1244,4.86,42.8368,-78.5573,14102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.7,0.7
North Collins,3482,32.93,42.581,-78.8707,14111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.1,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.7,0.7,0.6,0.4,0.5,0.4,0.5,0.5,0.5,0.6,0.3,0.4,0.4,0.4,0.4,0.4,0.7,0.7,0.7,0.6,0.6,0.5,0.5,0.5,0.7,0.7,0.3,1.0,1.0,1.0,1.0,1.0,1.9,1.9,1.6,1.6,1.6,0.9,0.9,0.9,2.3,2.3
Orchard Park,30810,40.39,42.7429,-78.7569,14127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.4,0.2,0.3,0.3,0.3,0.9,1.0,1.0,1.4,1.5,1.5,1.7,1.6,2.0,2.1,1.9,1.8,1.9,1.5,1.5,1.5,1.3,1.3,0.9,1.7,1.3,1.3,1.3,1.3,1.1,1.1,1.5,1.5,1.6,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.2,0.5,0.3,0.5,0.9,1.0,0.9,0.9,0.9,1.9,1.8,1.5,2.3,2.4,2.0,3.0,2.9,2.9,3.0,2.2,3.4,3.7,3.0,3.3,3.3,3.2,3.1,3.1,3.0,3.6,3.1,2.8,2.8,5.4,5.4,4.4,9.8,9.8,9.8,9.0,8.4,19.2,19.2,16.0,16.0,16.0,10.8,10.8,10.8,24.2,24.2
Sardinia,139,2.42,42.5276,-78.5045,14134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,2371,23.28,42.69757,-78.5433,14139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.3,1.5,1.5
Springville,7799,73.22,42.5329,-78.7157,14141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.2,0.2,0.1,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.4,0.4,0.4,1.8,1.8,1.8,1.7,1.7,3.2,3.2,3.1,3.1,3.1,1.5,1.5,1.5,3.3,3.3
Strykersville,1405,26.97,42.7296,-78.41938,14145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tonawanda,40850,17.07,42.992979999999996,-78.8812,14150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,2.0,1.7,2.2,2.2,2.1,2.6,2.7,2.4,3.1,2.4,2.3,2.2,1.7,1.8,1.9,1.8,1.7,1.8,1.1,0.9,0.9,0.8,0.8,0.7,1.2,0.8,0.8,0.8,0.8,0.8,0.8,1.1,1.1,1.1,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.7,1.3,1.3,1.5,1.7,1.5,1.3,1.3,1.3,1.9,2.2,1.6,3.4,3.3,3.1,4.2,4.6,4.6,5.7,5.6,6.5,6.7,4.9,5.3,5.3,4.0,4.0,4.0,2.9,3.0,2.3,2.1,2.1,5.6,5.6,5.5,10.0,10.0,10.0,9.4,8.9,17.8,17.8,13.8,13.8,13.8,8.9,8.9,8.9,22.7,22.7
West Falls,2270,13.31,42.7087,-78.6647,14170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.5,1.0,1.0,1.0,1.0,1.0,1.3,1.3,0.8,0.8,0.8,0.3,0.3,0.3,0.7,0.7
Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.6,2.4,2.5,3.5,4.1,3.4,3.7,4.0,4.0,4.2,4.6,4.6,4.0,2.8,3.0,3.0,3.2,2.9,3.0,2.5,2.0,2.0,2.0,2.0,1.2,1.6,1.1,1.1,0.7,0.7,0.6,0.6,1.4,1.4,1.4,1.0,1.0,1.3,1.1,1.1,1.1,1.1,0.3,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,1.7,1.8,1.2,1.3,1.3,1.2,1.3,1.5,1.5,2.2,1.8,2.2,2.5,2.4,3.2,3.2,3.8,3.7,3.7,3.0,2.9,2.4,2.1,2.1,2.1,2.1,1.2,2.4,2.4,2.4,2.1,2.1,4.5,4.5,3.7,3.7,3.7,2.4,2.4,2.4,4.9,4.9
Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.3,0.3,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.3,0.3,0.3,1.1,1.1,1.1,1.4,1.4,1.4,1.4,1.4,1.4,1.6,0.8,0.8,0.8,0.5,0.6,0.6,0.7,0.9,0.9,0.7,0.8,0.8,0.8,0.8,1.0,1.0,0.7,0.8,0.8,0.8,0.7,0.7,2.0,2.0,1.6,1.6,1.6,1.3,1.3,1.3,2.6,2.6
Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.8,0.8,1.3,1.3,1.3,1.2,1.0,1.8,1.8,1.4,1.4,1.4,0.8,0.8,0.8,2.1,2.1
Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.4,0.3,0.3,0.1,0.5,0.5,0.6,1.1,1.0,1.0,1.2,1.2,1.4,1.7,1.5,1.5,1.9,1.4,1.4,1.4,1.2,1.2,1.0,1.6,1.4,1.4,1.1,1.1,1.1,1.1,1.7,1.7,2.0,1.1,1.1,2.0,1.8,1.8,1.8,1.8,1.2,2.0,1.8,2.1,2.4,1.7,1.7,1.7,1.7,2.6,2.8,2.0,2.2,2.2,1.9,1.9,2.1,2.1,2.6,1.8,1.8,1.9,1.6,2.1,2.1,2.4,2.2,2.2,1.7,1.9,2.0,1.9,1.9,1.2,1.2,0.7,1.5,1.5,1.5,1.2,0.9,4.7,4.7,4.6,4.6,4.6,3.8,3.8,3.8,6.2,6.2
West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.7,0.9,1.0,1.0,0.9,1.7,1.8,1.6,1.2,1.7,1.7,2.1,2.0,2.1,2.5,1.9,1.8,2.0,2.0,2.2,2.2,1.6,1.6,1.5,1.5,1.3,1.3,1.4,1.4,0.7,0.7,0.8,0.8,1.0,0.6,0.6,1.1,0.8,0.8,0.8,0.8,0.7,1.8,1.7,2.0,2.2,1.7,1.7,1.7,1.7,2.0,2.1,1.0,1.4,1.4,1.2,1.8,2.1,2.1,2.1,1.9,2.3,2.4,1.9,2.0,2.0,2.3,2.1,2.1,2.1,2.8,2.3,2.2,2.2,2.2,2.2,1.3,3.2,3.2,3.2,2.4,2.4,6.4,6.4,6.0,6.0,6.0,4.0,4.0,4.0,11.2,11.2
Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.1,4.9,3.8,2.5,2.5,2.3,2.9,3.7,3.5,3.6,3.5,3.5,3.6,3.3,4.1,4.6,4.4,3.6,3.8,3.2,3.3,3.3,2.9,2.9,2.1,2.8,2.4,2.4,2.6,2.6,2.1,2.1,3.4,3.4,3.7,2.5,2.5,2.9,2.0,2.0,2.0,2.0,0.7,1.4,1.2,1.4,2.1,1.9,1.9,1.9,1.9,2.9,3.1,2.4,3.4,3.5,2.8,4.3,4.6,4.6,5.4,4.8,6.1,6.1,5.0,5.5,5.5,5.0,4.7,4.7,3.9,4.5,3.2,3.2,3.2,3.0,3.0,1.8,3.2,3.2,3.2,2.2,2.0,7.1,7.1,6.5,6.5,6.5,5.1,5.1,5.1,11.8,11.8
Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.4,1.6,1.7,1.0,1.0,0.9,0.9,1.0,1.2,1.4,1.0,1.0,0.9,1.0,1.0,0.9,0.9,0.8,0.9,0.7,0.7,0.7,0.7,0.5,0.5,1.3,1.3,1.3,1.0,1.0,1.4,1.2,1.2,1.2,1.2,0.4,1.2,1.2,1.6,2.0,1.7,1.7,1.7,1.7,3.5,3.7,2.9,3.6,3.4,3.0,3.5,3.7,3.7,4.0,2.3,2.2,2.2,1.5,1.6,1.6,1.4,1.3,1.3,1.0,1.2,1.4,1.4,1.4,2.9,2.9,2.5,4.2,4.2,4.2,3.9,3.6,7.9,7.9,6.1,6.1,6.1,4.3,4.3,4.3,7.9,7.9
Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9,0.9,1.0,1.1,1.1,0.8,0.9,1.0,1.0,1.2,0.8,0.8,0.9,0.7,0.9,0.9,0.8,0.7,0.9,0.7,0.6,0.6,0.4,0.4,0.2,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.1,0.9,1.0,1.0,1.4,1.4,1.4,1.4,1.4,1.8,1.8,1.0,1.2,1.1,0.7,1.5,1.5,1.5,2.2,2.3,3.1,3.3,3.0,3.2,3.2,2.9,3.0,3.0,2.3,2.2,1.6,1.4,1.4,2.9,2.9,2.3,3.2,3.2,3.2,2.8,2.6,5.3,5.3,3.7,3.7,3.7,2.7,2.7,2.7,7.4,7.4
Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.2,0.5,0.5,0.5,0.4,0.8,0.9,1.0,1.1,1.0,1.0,0.8,0.8,0.9,1.2,0.9,0.8,0.9,0.8,0.8,0.8,0.7,0.7,0.6,0.8,0.7,0.7,0.7,0.7,0.7,0.7,1.3,1.3,1.6,1.1,1.1,1.6,1.6,1.6,1.6,1.6,1.0,1.5,1.2,1.2,1.2,0.8,0.6,0.6,0.6,1.0,1.0,0.5,1.1,1.3,1.3,1.5,1.6,1.6,1.8,1.4,1.6,1.8,1.2,1.1,1.1,1.6,1.7,1.7,1.5,1.8,1.7,1.5,1.5,2.8,2.8,2.0,3.6,3.6,3.6,3.3,3.2,6.1,6.1,4.7,4.7,4.7,2.9,2.9,2.9,7.5,7.5
MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.9,1.8,1.5,1.8,1.8,1.5,2.1,2.4,2.1,2.0,2.2,2.2,2.0,1.7,2.0,2.3,1.7,1.4,2.1,1.7,1.6,1.6,1.5,1.5,1.2,1.9,1.9,1.9,1.6,1.6,1.5,1.5,1.8,1.8,2.3,1.3,1.3,2.1,2.2,2.2,2.2,2.2,1.9,3.2,3.6,4.4,4.8,5.3,4.7,4.7,4.7,5.9,6.1,4.8,4.4,3.7,3.3,3.8,4.3,4.3,5.1,4.0,4.4,4.6,4.1,4.5,4.5,4.7,4.4,4.4,3.6,4.3,3.9,3.7,3.7,6.5,6.5,4.5,6.0,6.0,6.0,5.2,5.0,9.9,9.9,6.6,6.6,6.6,4.9,4.9,4.9,11.9,11.9
Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.7,0.8,0.9,0.9,0.9,1.3,1.3,1.0,1.1,1.1,1.1,0.9,0.7,0.8,0.9,0.5,0.5,0.6,0.5,0.4,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.8,0.7,0.7,0.8,0.6,0.6,0.6,0.6,0.6,0.8,0.3,0.4,0.8,0.8,0.8,0.8,0.8,1.3,1.5,1.3,1.5,1.7,1.3,1.6,1.7,1.7,1.7,2.0,2.2,2.4,2.2,2.4,2.4,2.9,3.8,3.8,3.8,3.9,4.0,3.8,3.8,4.6,4.6,3.7,4.2,4.2,4.2,3.3,2.8,6.1,6.1,4.8,4.8,4.8,3.3,3.3,3.3,6.0,6.0
