Name,Population,Sq Mi,X,Y,Zip Code,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,7/6/20,7/7/20,7/9/20,7/10/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/23/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/12/20,8/13/20,8/14/20,8/16/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/26/20,8/28/20,8/31/20,9/2/20,9/3/20,9/6/20,9/7/20,9/8/20,9/9/20,9/13/20,9/15/20,9/16/20,9/18/20,9/21/20,9/23/20,9/24/20,9/29/20,10/5/20,10/6/20,10/7/20,10/11/20,10/12/20,10/13/20,10/19/20,10/21/20,10/22/20,10/23/20,10/26/20,10/28/20,10/29/20,10/30/20,11/4/20,11/6/20,11/8/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20,11/18/20,11/19/20,11/20/20,11/21/20,11/22/20,11/23/2020,11/24/2020
West Side,26700,2.82,42.9166,-78.8919,14213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.3,6.5,4.7,3.9,3.9,3.3,4.1,4.6,3.9,3.8,3.7,3.7,3.8,3.7,4.8,4.8,4.2,3.7,3.6,3.1,2.4,2.4,2.0,2.0,0.9,2.2,2.0,2.0,1.8,1.8,1.8,1.8,2.4,2.4,2.4,1.1,1.1,1.8,1.4,1.4,1.4,1.4,0.8,1.3,1.4,2.4,2.6,2.9,2.8,2.8,2.8,3.5,3.6,3.1,3.6,2.6,2.4,2.1,2.3,2.3,3.1,3.8,4.6,5.0,4.4,6.4,6.4,6.5,6.5,6.5,5.7,5.3,4.7,4.3,4.3,3.5,3.5,2.7,4.5,4.5,4.5,3.5,3.2,9.5,9.5,8.3,8.3,8.3,6.3,6.3,6.3,12.2,12.2
South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.1,1.3,1.3,1.3,1.8,1.9,2.2,2.4,1.8,1.8,1.7,1.5,1.8,1.8,1.3,1.2,1.1,0.9,1.0,1.0,0.9,0.9,0.6,1.0,1.0,1.0,1.2,1.2,0.8,0.8,1.2,1.2,1.5,1.1,1.1,1.9,1.6,1.6,1.6,1.6,1.2,1.9,2.0,2.3,3.8,4.9,4.8,4.8,4.8,10.7,12.6,11.9,13.7,14.0,12.5,12.8,13.3,13.3,13.8,8.9,10.3,11.6,9.4,10.0,10.0,9.8,9.5,9.5,9.0,8.4,5.4,4.1,4.1,4.0,4.0,2.0,5.1,5.1,5.1,4.7,4.4,14.2,14.2,13.1,13.1,13.1,9.8,9.8,9.8,17.1,17.1
South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,3.6,3.0,3.1,3.4,3.4,2.7,4.2,4.7,5.4,6.0,6.1,6.1,6.5,5.6,6.3,7.1,6.3,5.8,5.8,5.1,4.3,4.3,3.1,3.1,2.4,3.8,3.1,3.1,3.3,3.3,3.1,3.1,5.1,5.1,6.2,4.0,4.0,5.6,5.0,5.0,5.0,5.0,3.0,6.0,5.8,7.1,8.2,7.3,7.0,7.0,7.0,8.5,8.9,5.9,7.2,6.9,5.8,7.7,8.6,8.6,10.9,9.8,11.2,11.9,9.7,10.1,10.1,8.9,8.4,8.4,6.1,7.5,6.5,5.8,5.8,9.0,9.0,7.6,12.2,12.2,12.2,10.4,9.6,23.1,23.1,18.5,18.5,18.5,13.5,13.5,13.5,25.7,25.7
Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.4,1.4,1.4,1.4,2.1,2.2,2.2,2.4,1.7,1.7,1.7,1.7,2.1,2.5,2.0,1.9,2.2,2.0,1.8,1.8,1.4,1.4,1.0,1.3,1.1,1.1,1.4,1.4,1.3,1.3,2.0,2.0,2.1,1.4,1.4,2.1,1.5,1.5,1.5,1.5,0.8,1.5,1.6,2.2,2.7,2.4,2.4,2.4,2.4,3.2,3.3,2.6,3.5,3.2,2.7,2.8,2.9,2.9,3.4,3.3,4.4,4.5,3.4,3.8,3.8,4.3,4.4,4.4,3.9,3.9,2.8,2.7,2.7,4.3,4.3,3.3,6.3,6.3,6.3,5.6,5.5,14.1,14.1,11.8,11.8,11.8,8.6,8.6,8.6,18.1,18.1
North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.3,0.2,0.2,0.2,0.5,0.5,0.6,1.0,1.2,1.2,1.3,1.3,1.6,2.0,2.0,2.0,1.8,1.4,1.3,1.3,1.1,1.1,0.8,0.8,0.5,0.5,0.5,0.5,0.4,0.4,0.9,0.9,1.0,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.2,0.9,0.9,1.2,1.5,1.9,1.9,1.9,1.9,2.6,2.9,2.2,3.1,2.9,2.6,2.5,2.7,2.7,3.6,3.1,3.4,3.6,2.6,2.9,2.9,3.8,3.7,3.7,2.8,2.9,2.6,2.4,2.4,3.6,3.6,2.3,3.4,3.4,3.4,3.1,2.8,9.1,9.1,7.5,7.5,7.5,6.3,6.3,6.3,16.1,16.1
Lackawana,18590,8.07,42.8155,-78.8112,14218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.7,0.7,0.7,0.7,0.7,1.1,1.2,1.2,1.5,1.4,1.4,1.7,1.7,1.7,1.8,1.9,1.8,1.6,1.3,1.1,1.1,0.7,0.7,0.7,1.2,0.7,0.7,1.0,1.0,0.9,0.9,1.3,1.3,1.7,1.1,1.1,1.4,1.6,1.6,1.6,1.6,1.2,2.8,3.0,3.6,4.3,4.3,3.8,3.8,3.8,4.2,4.4,2.8,3.0,2.7,2.0,2.3,2.4,2.4,2.8,2.9,5.1,5.7,4.9,5.1,5.1,5.5,5.6,5.6,5.2,5.4,3.5,2.9,2.9,4.0,4.0,3.0,5.1,5.1,5.1,4.4,3.9,11.3,11.3,9.7,9.7,9.7,7.4,7.4,7.4,16.7,16.7
Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.2,0.2,0.2,0.2,0.3,0.3,0.5,0.5,0.5,0.5,0.4,0.4,0.6,0.6,0.5,0.5,0.3,0.5,0.4,0.4,0.7,0.7,0.5,0.5,0.6,0.6,0.6,0.4,0.4,0.4,0.1,0.1,0.1,0.1,0.0,0.2,0.2,0.4,0.5,0.5,0.5,0.5,0.5,0.7,0.7,0.5,1.0,0.8,0.7,0.8,1.0,1.0,1.0,0.8,1.0,1.0,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.8,0.8,0.8,0.8,2.3,2.3,2.0,3.5,3.5,3.5,3.2,3.0,7.0,7.0,5.5,5.5,5.5,4.0,4.0,4.0,7.9,7.9
South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.3,1.3,1.3,1.3,1.8,1.9,2.0,2.0,1.1,1.1,1.0,1.0,1.1,1.1,0.7,0.6,0.9,0.9,1.2,1.2,1.0,1.0,0.9,1.2,1.1,1.1,0.8,0.8,0.4,0.4,0.6,0.6,0.7,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.1,0.5,0.7,0.7,0.8,0.9,0.9,0.9,0.9,1.4,1.4,1.0,1.2,1.5,1.4,1.6,1.8,1.8,2.4,2.2,2.6,2.9,2.4,2.5,2.5,3.1,3.1,3.1,2.5,3.2,3.2,2.9,2.9,4.2,4.2,3.3,6.0,6.0,6.0,5.0,4.6,11.0,11.0,9.3,9.3,9.3,6.4,6.4,6.4,15.2,15.2
Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.8,2.7,2.7,2.8,2.8,2.3,3.5,3.6,4.0,4.2,3.1,3.1,2.8,2.5,2.9,3.5,2.6,2.5,2.5,2.3,2.7,2.7,2.3,2.3,1.9,2.1,1.8,1.8,1.5,1.5,0.9,0.9,1.6,1.6,2.6,1.8,1.8,3.0,3.3,3.3,3.3,3.3,2.6,3.4,2.7,3.1,3.5,2.8,2.4,2.4,2.4,3.7,3.7,2.9,3.2,3.3,2.9,3.3,3.7,3.7,8.0,6.8,10.0,11.7,11.1,12.0,12.0,12.2,12.4,12.4,8.1,10.0,7.5,5.8,5.8,9.3,9.3,8.2,15.2,15.2,15.2,13.2,12.5,27.9,27.9,23.0,23.0,23.0,15.4,15.4,15.4,33.3,33.3
Elmwood Village,12807,1.02,42.9178,-78.8747,14222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6,0.6,0.6,0.6,0.6,1.0,1.0,1.1,1.4,1.0,1.0,0.9,0.8,1.1,1.2,0.8,0.8,1.1,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.1,0.6,0.6,0.6,0.5,0.5,0.8,0.8,0.8,0.8,0.8,0.3,0.3,0.3,0.3,0.5,0.9,0.9,0.9,0.9,2.3,2.2,2.2,2.4,2.5,2.3,2.5,2.5,2.5,2.8,1.7,2.3,2.6,2.4,3.4,3.4,3.1,3.3,3.3,3.0,4.3,4.3,4.0,4.0,4.5,4.5,3.9,5.8,5.8,5.8,4.2,3.7,8.2,8.2,6.6,6.6,6.6,4.5,4.5,4.5,9.5,9.5
South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.2,1.2,1.2,1.3,1.3,1.2,1.4,1.5,1.1,1.1,1.0,1.0,0.8,0.7,1.2,1.4,1.3,1.2,1.2,1.2,0.8,0.8,0.8,0.8,0.3,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.9,1.2,0.6,0.6,0.9,0.9,0.9,0.9,0.9,0.6,1.2,1.0,1.3,1.5,1.5,1.5,1.5,1.5,2.4,2.4,1.8,2.2,2.0,1.8,1.8,1.9,1.9,2.8,2.3,2.9,3.1,2.6,3.4,3.4,4.2,4.2,4.2,3.3,3.5,3.7,3.5,3.5,5.1,5.1,4.0,7.1,7.1,7.1,6.5,5.7,11.8,11.8,9.3,9.3,9.3,6.1,6.1,6.1,15.3,15.3
West Seneca,41070,20.19,42.83744,-78.7429,14224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.1,1.1,1.1,1.3,1.3,1.3,2.0,2.1,2.4,2.6,2.2,2.2,2.1,1.8,2.1,2.4,1.8,1.7,1.5,1.3,1.2,1.2,0.8,0.8,0.5,0.6,0.5,0.5,0.6,0.6,0.6,0.6,1.1,1.1,1.5,1.1,1.1,1.8,1.7,1.7,1.7,1.7,1.2,2.0,1.8,2.4,2.7,2.2,2.1,2.1,2.1,3.3,3.1,2.3,3.6,3.4,3.1,3.8,4.2,4.2,4.5,3.6,4.8,5.1,3.6,4.0,4.0,4.0,3.8,3.8,3.5,4.9,4.3,4.0,4.0,6.0,6.0,5.1,10.0,10.0,10.0,8.3,7.9,21.2,21.2,18.4,18.4,18.4,13.3,13.3,13.3,32.0,32.0
Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.7,1.5,1.5,0.9,1.9,2.3,2.5,2.7,2.7,2.7,2.2,2.1,2.2,2.4,1.7,1.3,1.2,0.9,1.0,1.0,0.9,0.9,0.8,1.0,0.7,0.7,0.8,0.8,0.7,0.7,1.3,1.3,1.4,1.0,1.0,1.5,1.4,1.4,1.4,1.4,0.8,2.1,2.5,2.7,3.1,2.9,2.7,2.7,2.7,2.9,3.1,1.8,2.4,2.3,1.9,2.6,3.1,3.1,3.8,3.9,4.2,4.5,3.4,3.9,3.9,3.6,3.3,3.3,2.6,3.3,3.5,3.2,3.2,5.7,5.7,5.0,8.2,8.2,8.2,7.2,6.5,17.9,17.9,14.8,14.8,14.8,11.4,11.4,11.4,26.2,26.2
Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,2.2,2.2,2.2,2.2,3.0,3.0,3.2,3.5,2.0,2.0,1.9,1.9,2.1,2.3,1.8,1.8,1.8,1.5,1.5,1.5,1.2,1.2,1.0,1.5,1.2,1.2,1.2,1.2,0.9,0.9,1.6,1.6,1.7,1.0,1.0,1.2,1.0,1.0,1.0,1.0,0.3,2.4,2.9,3.8,4.4,4.8,4.8,4.8,4.8,6.0,6.1,4.0,4.5,4.1,3.5,4.2,4.6,4.6,6.2,5.4,6.7,6.9,5.8,5.9,5.9,5.4,5.0,5.0,3.4,3.6,2.3,2.1,2.1,4.5,4.5,3.7,7.9,7.9,7.9,7.3,7.2,17.0,17.0,14.0,14.0,14.0,9.8,9.8,9.8,20.0,20.0
Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.4,1.4,1.6,1.8,1.8,1.5,1.8,1.9,1.7,1.8,1.2,1.2,1.0,0.8,1.0,1.2,1.2,1.1,0.8,0.7,0.9,0.9,0.9,0.9,0.7,0.8,0.5,0.5,0.5,0.5,0.3,0.3,1.2,1.2,1.5,1.2,1.2,1.2,1.4,1.4,1.4,1.4,0.5,1.8,2.0,2.3,2.8,2.9,2.7,2.7,2.7,3.5,3.5,2.2,2.3,2.2,1.7,2.4,2.6,2.6,3.1,2.5,3.2,3.2,2.6,2.9,2.9,3.0,3.0,3.0,2.5,3.0,2.4,2.4,2.4,3.4,3.4,2.5,4.3,4.3,4.3,3.6,3.5,9.7,9.7,8.2,8.2,8.2,6.2,6.2,6.2,18.0,18.0
North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.7,0.8,0.9,0.9,0.9,2.0,2.2,2.5,2.9,2.6,2.6,2.6,2.5,2.7,2.7,1.8,1.6,1.8,1.4,1.2,1.2,1.1,1.1,0.9,1.2,1.0,1.0,0.5,0.5,0.3,0.3,0.3,0.3,0.4,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.8,0.8,1.0,1.0,0.8,0.8,0.8,0.8,1.3,1.8,1.3,2.9,4.1,4.1,5.7,6.7,6.7,8.0,8.6,10.1,10.9,9.2,9.7,9.7,9.0,8.3,8.3,7.0,7.3,5.5,4.7,4.7,5.7,5.7,4.8,10.5,10.5,10.5,9.1,8.9,16.1,16.1,13.2,13.2,13.2,7.2,7.2,7.2,14.6,14.6
UB North Campus (Amherst),1670,0.97,,,14260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.6,1.8,2.5,2.5,2.6,3.2,3.2,4.9,5.5,6.7,7.2,6.0,5.5,5.5,5.4,4.8,4.8,3.1,2.0,0.8,0.3,0.3,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.2,1.1,1.1,1.2,1.2,1.2,0.9,0.9,0.9,1.4,1.4
