Name,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,7/6/20,7/7/20,7/9/20,7/10/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/23/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/12/20,8/13/20,8/14/20,8/16/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/26/20,8/28/20,8/31/20,9/2/20,9/3/20,9/6/20,9/7/20,9/8/20,9/9/20,9/13/20,9/15/20,9/16/20,9/18/20,9/21/20,9/23/20,9/24/20,9/29/20,10/5/20,10/6/20,10/7/20,10/11/20,10/12/20,10/13/20,10/19/20,10/21/20,10/22/20,10/23/20,10/26/20,10/28/20,10/29/20,10/30/20,11/4/20,11/6/20,11/8/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20,11/18/20,11/19/20,11/20/20,11/21/20,11/22/20,11/23/20,11/24/20,11/25/20,11/26/20,11/27/20,11/28/20,11/29/20,11/30/20,12/1/2020,12/2/2020,12/3/2020,12/4/2020,12/5/2020,12/6/2020,12/7/2020,12/9/2020,1/6/2021,1/8/2021,1/10/2021,1/11/2021,1/12/2021,1/14/2021,1/15/2021,1/21,1/23,1/24,1/25,1/30/2021,1/31/2021,2/1/2021,2/2/2021,2/4/2021,2/6/2021,2/7/2021,2/9/2021,2/11/2021,2/16/2021,2/17/2021,2/22/2021,2/24/2021,3/2/2021,4/12/2021,4/14/2021,4/18/2021,5/9/2021,5/11/2021,5/15/2021,5/26/2021,9/3/2021,12/31/2021,1/3/2021,1/6/2022,1/10/2022,1/13/2022,1/18/2022,1/19/2022,1/21/2022,1/24/2022,1/25/2022,1/26/2022,1/27/2022,1/28/2022,1/31/2022,2/2/2022,2/4/2022,2/7/2022,2/10/2022,2/11/2022,2/16/2022,2/19/2022,2/25/2022,3/10/2022,3/14/2022,3/22/2022,4/7/2022,4/14/2022,5/9/2022,5/26/2022,5/31/2022,12/5/2022
Holland,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,15,0,0,0,0,0,0,7,0,0,0,0,0,0,17,0,59,0,0,15,0,0,0,39,0,0,21,0,0,0,16,0,0,0,10,0,11,0,0,9,7,54,11,0,24,1,0,11,16,258,0,47,0,0,0,149,0,0,0,0,19,0,0,30,0,0,7,0,0,0,15,4,0,3,1,9,31,34,0,117
Irving,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,11,0,4,0,0,0,0,11,0,0,0,0,0,0,10,0,50,0,0,6,0,0,0,7,0,0,7,0,0,0,5,0,0,0,14,0,2,0,0,4,7,26,7,0,8,5,0,10,3,135,0,9,0,0,0,44,0,0,0,0,77,0,0,15,0,0,20,0,0,0,11,4,0,3,1,6,47,39,0,146
Evans (Lake View),0.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,1,2,0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,0,0,20,0,0,0,0,29,0,0,0,0,0,0,0,38,0,10,0,0,0,0,25,0,0,0,0,0,0,41,0,128,0,0,42,0,0,0,35,0,0,39,0,0,0,20,0,0,0,21,0,24,0,0,11,17,159,30,0,34,3,0,2,41,456,0,131,0,0,0,298,0,0,0,0,85,0,0,57,0,0,32,0,0,0,23,5,0,12,9,17,75,130,0,285
Lancaster,0.0,1,0,1,0,0,1,0,0,3,8,0,0,2,1,0,0,7,2,1,4,0,0,2,0,3,2,1,0,2,0,1,0,0,0,0,3,0,0,2,0,0,0,6,0,5,0,0,6,2,0,0,0,0,10,0,3,1,2,0,0,0,15,4,0,4,8,0,6,1,0,2,2,5,1,0,14,0,14,3,0,0,16,8,0,0,26,0,0,49,0,0,0,0,143,0,0,0,0,0,0,0,195,0,51,0,0,0,0,151,0,0,0,0,0,0,225,0,694,0,0,217,0,0,0,163,0,0,94,0,0,0,89,0,0,0,88,0,105,0,0,76,72,499,112,0,205,24,0,31,217,2084,0,546,0,0,0,1241,0,0,0,0,291,0,0,257,0,0,123,0,0,0,114,39,0,32,20,150,518,456,0,1332
Lawtons,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,12,0,0,2,0,0,0,6,0,0,1,0,0,0,5,0,0,0,9,0,4,0,0,2,2,11,5,0,6,4,0,3,1,89,0,10,0,0,0,36,0,0,0,0,37,0,0,13,0,0,3,0,0,0,5,2,0,4,2,6,21,21,0,88
Marilla,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,5,0,2,0,0,0,0,5,0,0,0,0,0,0,4,0,19,0,0,7,0,0,0,4,0,0,3,0,0,0,4,0,0,0,3,0,5,0,0,7,2,15,1,0,4,0,0,0,8,74,0,17,0,0,0,39,0,0,0,0,8,0,0,8,0,0,4,0,0,0,5,1,0,4,0,0,12,13,0,33
North Collins,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,4,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,16,0,21,0,0,11,0,0,0,9,0,0,4,0,0,0,6,0,0,0,7,0,4,0,0,7,6,49,8,0,13,0,0,3,13,249,0,21,0,0,0,85,0,0,0,0,48,0,0,18,0,0,13,0,0,0,15,1,0,7,9,9,23,40,0,97
Orchard Park,0.0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,6,1,1,4,2,0,2,0,4,1,4,0,2,0,2,0,0,0,0,9,0,0,2,0,0,0,4,0,1,0,0,0,1,0,0,0,0,3,-1,2,4,1,0,0,0,10,-1,0,7,3,0,11,-1,0,1,2,11,3,0,6,0,10,-2,0,0,8,6,0,0,32,0,0,52,0,0,0,0,108,0,0,0,0,0,0,0,134,0,25,0,0,0,0,101,0,0,0,0,0,0,113,0,434,0,0,172,0,0,0,117,0,0,89,0,0,0,78,0,0,0,62,0,92,0,0,82,77,439,80,0,184,13,0,14,162,1717,0,470,0,0,0,1086,0,0,0,0,272,0,0,165,0,0,81,0,0,0,72,42,0,30,33,119,369,380,0,1168
Sardinia,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,4,0,0,0,1,16,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,3,1,0,6
South Wales,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,4,0,0,0,0,14,0,0,0,0,0,0,12,0,22,0,0,7,0,0,0,10,0,0,7,0,0,0,5,0,0,0,3,0,8,0,0,5,1,30,8,0,8,1,0,0,16,116,0,19,0,0,0,76,0,0,0,0,19,0,0,18,0,0,17,0,0,0,7,3,0,0,1,8,20,24,0,59
Springville,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,16,0,0,0,0,15,0,0,0,0,0,0,0,18,0,6,0,0,0,0,8,0,0,0,0,0,0,34,0,106,0,0,27,0,0,0,13,0,0,14,0,0,0,20,0,0,0,19,0,16,0,0,17,12,61,31,0,45,4,0,7,53,516,0,73,0,0,0,263,0,0,0,0,97,0,0,66,0,0,33,0,0,0,50,26,0,6,8,18,108,136,0,283
Strykersville,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonawanda,0.0,0,0,5,0,0,1,0,0,4,0,9,1,2,5,0,0,5,1,1,7,2,0,1,0,1,1,4,0,2,0,0,0,0,0,0,6,0,0,2,0,0,0,3,0,0,0,0,5,2,0,0,0,0,6,0,2,2,3,0,0,0,6,3,0,18,1,0,14,4,0,11,5,12,2,0,5,0,1,4,0,0,6,5,0,0,40,0,0,49,0,0,0,0,89,0,0,0,0,0,0,0,138,0,34,0,0,0,0,121,0,0,0,0,0,0,186,0,734,0,0,235,0,0,0,192,0,0,146,0,0,0,121,0,0,0,78,0,88,0,0,46,56,414,182,0,292,48,0,69,253,2204,0,626,0,0,0,1648,0,0,0,0,375,0,0,230,0,0,131,0,0,0,123,51,0,47,33,108,564,578,0,1788
West Falls,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,5,0,43,0,0,18,0,0,0,1,0,0,8,0,0,0,4,0,0,0,7,0,2,0,0,4,6,35,4,0,16,3,0,1,5,132,0,16,0,0,0,74,0,0,0,0,24,0,0,11,0,0,10,0,0,0,17,2,0,0,0,6,20,31,0,76
Allentown (Downtown),0.0,2,2,5,2,0,7,0,0,5,3,2,0,6,12,6,0,3,3,5,5,6,0,0,0,8,0,5,0,6,0,1,0,0,0,0,4,0,0,2,0,0,0,8,0,0,0,0,3,0,0,0,0,0,6,0,0,1,2,0,0,0,8,1,0,1,0,0,3,2,0,7,4,5,3,0,8,0,9,1,0,0,3,0,0,0,8,0,0,13,0,0,0,0,24,0,0,0,0,0,0,0,25,0,15,0,0,0,0,26,0,0,0,0,0,0,41,0,151,0,0,47,0,0,0,52,0,0,48,0,0,0,35,0,0,0,26,0,31,0,0,55,28,127,64,0,165,21,0,27,72,585,0,156,0,0,0,526,0,0,0,0,131,0,0,88,0,0,42,0,0,0,38,15,0,16,9,38,128,173,0,437
Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),0.0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,8,0,0,3,1,0,2,0,0,2,0,0,0,0,2,0,3,2,0,0,1,0,0,0,4,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,13,0,32,0,0,0,0,10,0,0,0,0,0,0,19,0,74,0,0,46,0,0,0,33,0,0,22,0,0,0,41,0,0,0,15,0,15,0,0,6,4,50,24,0,18,2,0,6,16,220,0,64,0,0,0,182,0,0,0,0,47,0,0,26,0,0,13,0,0,0,6,17,0,12,3,13,52,78,0,228
Downtown (Main and Michigan to North),0.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,2,0,0,4,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,13,0,3,0,0,0,0,9,0,0,0,0,0,0,12,0,32,0,0,10,0,0,0,9,0,0,10,0,0,0,11,0,0,0,7,0,8,0,0,4,1,27,9,0,24,1,0,2,17,117,0,51,0,0,0,122,0,0,0,0,30,0,0,36,0,0,14,0,0,0,15,4,0,1,4,9,25,46,0,179
Downtown (Fruitbelt to First Ward),0.0,1,0,3,1,0,2,0,0,0,0,1,0,0,0,0,0,4,0,1,5,0,0,2,0,2,3,2,0,5,0,0,0,0,0,0,9,0,0,2,0,0,0,6,0,3,0,0,9,0,0,0,0,0,8,1,3,3,2,0,0,0,9,2,0,3,3,0,2,2,0,5,1,2,1,0,8,0,5,0,0,0,3,3,0,0,1,0,0,8,0,0,0,0,38,0,0,0,0,0,0,0,24,0,4,0,0,0,0,19,0,0,0,0,0,0,20,0,91,0,0,23,0,0,0,46,0,0,27,0,0,0,20,0,0,0,27,0,22,0,0,23,9,99,48,0,165,15,0,33,61,372,0,169,0,0,0,365,0,0,0,0,110,0,0,46,0,0,20,0,0,0,20,2,0,2,4,24,88,119,0,379
West Seneca (Kaisertown),0.0,1,0,0,0,0,1,0,0,2,4,0,0,2,1,0,0,8,1,0,0,5,0,6,0,1,4,2,0,2,0,7,0,0,0,0,4,0,0,3,0,0,0,1,0,2,0,0,5,0,0,0,0,0,11,1,3,2,0,0,0,0,3,1,0,5,3,0,6,3,0,0,1,5,1,0,4,0,9,1,0,0,8,0,0,0,4,0,0,20,0,0,0,0,40,0,0,0,0,0,0,0,72,0,19,0,0,0,0,56,0,0,0,0,0,0,63,0,281,0,0,75,0,0,0,74,0,0,65,0,0,0,90,0,0,0,57,0,36,0,0,28,33,227,86,0,229,20,0,44,137,1147,0,236,0,0,0,839,0,0,0,0,206,0,0,112,0,0,64,0,0,0,50,15,0,17,16,53,255,300,0,853
Black Rock/Riverside/Upper West Side,0.0,10,2,14,16,0,2,0,0,7,5,5,0,3,3,0,0,6,8,5,6,4,0,4,0,8,5,4,0,7,0,5,0,0,0,0,12,0,0,9,0,0,0,13,0,3,0,0,4,0,0,0,0,0,7,1,2,7,2,0,0,0,10,2,0,11,3,0,17,3,0,8,4,15,0,0,8,0,12,0,0,0,10,2,0,0,6,0,0,14,0,0,0,0,51,0,0,0,0,0,0,0,67,0,26,0,0,0,0,75,0,0,0,0,0,0,102,0,315,0,0,107,0,0,0,112,0,0,96,0,0,0,73,0,0,0,82,0,51,0,0,45,34,316,134,0,303,43,0,51,114,1205,0,293,0,0,0,1137,0,0,0,0,200,0,0,152,0,0,51,0,0,0,58,33,0,24,16,52,229,349,0,920
Hamlin Park (East Buffalo),0.0,5,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,4,2,1,1,0,1,0,1,2,2,0,2,0,2,0,0,0,0,3,0,0,2,0,0,0,8,0,0,0,0,4,0,0,0,0,0,8,0,4,4,1,0,0,0,18,2,0,7,2,0,6,2,0,3,1,1,0,0,3,0,4,1,0,0,3,3,0,0,18,0,0,18,0,0,0,0,43,0,0,0,0,0,0,0,36,0,9,0,0,0,0,34,0,0,0,0,0,0,45,0,108,0,0,43,0,0,0,46,0,0,32,0,0,0,26,0,0,0,30,0,23,0,0,19,12,84,63,0,159,25,0,22,70,418,0,169,0,0,0,504,0,0,0,0,93,0,0,50,0,0,20,0,0,0,23,16,0,5,2,29,81,164,0,428
Delaware (Main - Allen to Park),0.0,1,0,0,1,0,3,0,0,0,0,5,0,1,2,0,0,1,1,0,2,1,0,2,0,2,0,0,0,2,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,1,0,4,1,0,0,0,4,0,0,3,-1,0,9,0,0,7,5,8,2,0,1,0,6,1,0,0,4,2,0,0,16,0,0,10,0,0,0,0,27,0,0,0,0,0,0,0,47,0,13,0,0,0,0,25,0,0,0,0,0,0,42,0,81,0,0,32,0,0,0,36,0,0,27,0,0,0,21,0,0,0,20,0,15,0,0,8,10,65,30,0,56,11,0,12,59,298,0,131,0,0,0,308,0,0,0,0,66,0,0,47,0,0,22,0,0,0,34,11,0,10,9,30,77,119,0,335
Larkin Square/Seneca (South),0.0,2,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,4,1,1,1,0,0,1,0,1,3,1,0,2,0,0,0,0,0,0,5,0,0,2,0,0,0,6,0,3,0,0,5,2,0,0,0,0,5,0,0,0,1,0,0,0,4,0,0,6,2,0,3,1,0,2,0,2,2,0,1,0,8,2,0,0,3,1,0,0,14,0,0,18,0,0,0,0,29,0,0,0,0,0,0,0,46,0,7,0,0,0,0,31,0,0,0,0,0,0,58,0,180,0,0,51,0,0,0,57,0,0,35,0,0,0,48,0,0,0,39,0,18,0,0,19,23,172,46,0,141,13,0,23,61,833,0,178,0,0,0,560,0,0,0,0,169,0,0,94,0,0,23,0,0,0,37,22,0,11,13,36,160,197,0,573
MLK Park (Buffalo/Cheektowaga),0.0,5,1,6,0,0,3,0,0,4,5,0,0,3,3,0,0,6,3,1,4,2,0,1,0,3,3,0,0,8,0,1,0,0,0,0,10,0,0,5,0,0,0,3,0,5,0,0,8,6,0,0,0,0,13,9,8,4,13,0,0,0,12,2,0,5,1,0,18,5,0,8,1,6,2,0,5,0,20,2,0,0,8,2,0,0,33,0,0,17,0,0,0,0,49,0,0,0,0,0,0,0,70,0,18,0,0,0,0,42,0,0,0,0,0,0,68,0,324,0,0,89,0,0,0,97,0,0,51,0,0,0,61,0,0,0,47,0,50,0,0,35,32,273,147,0,338,72,0,57,170,1119,0,359,0,0,0,1149,0,0,0,0,261,0,0,101,0,0,65,0,0,0,50,14,0,14,11,45,222,303,0,881
Broadway/Sloan,0.0,1,4,2,1,0,0,0,0,3,0,1,0,3,2,0,0,4,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5,0,0,1,0,0,0,0,0,2,0,1,4,1,0,0,0,5,2,0,2,3,0,4,1,0,0,8,4,2,0,5,0,9,10,0,0,9,5,0,0,13,0,0,15,0,0,0,0,33,0,0,0,0,0,0,0,27,0,9,0,0,0,0,28,0,0,0,0,0,0,33,0,157,0,0,30,0,0,0,30,0,0,47,0,0,0,35,0,0,0,14,0,19,0,0,17,26,124,44,0,118,36,0,31,85,580,0,144,0,0,0,468,0,0,0,0,123,0,0,61,0,0,44,0,0,0,50,15,0,7,2,19,118,148,0,407
West Side,0.0,5,8,21,9,0,6,0,0,15,6,8,0,3,1,0,0,8,5,8,5,7,0,4,0,11,0,2,0,7,0,0,0,0,0,0,13,0,0,5,0,0,0,6,0,0,0,0,7,1,0,0,0,0,5,1,10,2,10,0,0,0,7,1,0,6,0,0,7,2,0,8,14,9,4,0,20,0,8,2,0,0,10,3,0,0,12,0,0,20,0,0,0,0,63,0,0,0,0,0,0,0,59,0,17,0,0,0,0,57,0,0,0,0,0,0,110,0,256,0,0,88,0,0,0,69,0,0,75,0,0,0,58,0,0,0,49,0,44,0,0,57,30,282,105,0,287,30,0,40,135,1161,0,282,0,0,0,1047,0,0,0,0,221,0,0,121,0,0,45,0,0,0,75,28,0,22,23,65,216,306,0,870
South Main St/FLR House (Buffalo (University)),0.0,0,0,0,0,0,0,0,0,0,0,9,0,2,2,0,0,5,1,3,2,3,0,1,0,3,0,0,0,2,0,4,0,0,0,0,4,0,0,4,0,0,0,4,0,3,0,0,8,1,0,0,0,0,7,4,3,15,19,0,0,0,59,19,0,22,6,0,22,5,0,5,10,33,13,0,12,0,20,2,0,0,4,3,0,0,11,0,0,33,0,0,0,0,98,0,0,0,0,0,0,0,73,0,20,0,0,0,0,37,0,0,0,0,0,0,50,0,178,0,0,50,0,0,0,71,0,0,55,0,0,0,63,0,0,0,42,0,41,0,0,39,38,174,62,0,166,32,0,45,124,851,0,304,0,0,0,728,0,0,0,0,126,0,0,84,0,0,50,0,0,0,45,17,0,24,15,64,237,317,0,759
South Campus (Buffalo East),0.0,11,6,7,6,0,7,0,0,0,1,9,0,8,9,0,0,15,5,7,7,10,0,12,0,7,8,7,0,7,0,2,0,0,0,0,22,0,0,9,0,0,0,20,0,11,0,0,16,3,0,0,0,0,30,9,13,11,7,0,0,0,15,4,0,22,10,0,26,9,0,23,4,18,7,0,14,0,14,4,0,0,18,8,0,0,46,0,0,50,0,0,0,0,135,0,0,0,0,0,0,0,122,0,31,0,0,0,0,119,0,0,0,0,0,0,148,0,549,0,0,183,0,0,0,151,0,0,138,0,0,0,138,0,0,0,95,0,78,0,0,70,60,386,264,0,617,109,0,115,335,1871,0,787,0,0,0,1919,0,0,0,0,363,0,0,218,0,0,106,0,0,0,95,47,0,42,10,116,448,643,0,1808
Hertle/Lloyds,0.0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,7,1,0,2,3,0,4,0,4,4,2,0,3,0,1,0,0,0,0,7,0,0,6,0,0,0,7,0,1,0,0,7,0,0,0,0,0,7,2,6,5,4,0,0,0,8,1,0,11,3,0,5,1,0,5,7,12,1,0,7,0,10,2,0,0,7,1,0,0,23,0,0,32,0,0,0,0,86,0,0,0,0,0,0,0,95,0,18,0,0,0,0,61,0,0,0,0,0,0,111,0,232,0,0,81,0,0,0,74,0,0,50,0,0,0,54,0,0,0,34,0,38,0,0,48,19,237,66,0,190,26,0,38,120,1021,0,437,0,0,0,889,0,0,0,0,159,0,0,108,0,0,53,0,0,0,63,30,0,20,22,87,261,349,0,992
North Elmwood (Kenmore/Clay Handi),0.0,0,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,2,4,2,0,2,0,3,4,3,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,7,1,3,3,5,0,0,0,7,3,0,10,1,0,4,2,0,9,2,6,2,0,4,0,13,1,0,0,3,3,0,0,16,0,0,12,0,0,0,0,63,0,0,0,0,0,0,0,98,0,32,0,0,0,0,61,0,0,0,0,0,0,110,0,313,0,0,90,0,0,0,102,0,0,175,-101,0,0,57,0,0,0,61,0,39,0,0,34,39,270,66,0,150,35,0,31,128,1139,0,385,0,0,0,936,0,0,0,0,192,0,0,152,0,0,73,0,0,0,66,22,0,26,23,70,320,356,0,997
Lackawana,0.0,2,0,1,0,0,0,0,0,2,0,4,0,1,0,0,0,4,1,2,3,3,0,4,0,0,1,5,0,0,0,1,0,0,0,0,6,0,0,3,0,0,0,4,0,4,0,0,3,5,0,0,0,0,16,6,6,7,3,0,0,0,4,2,0,8,3,0,6,1,0,4,5,24,6,0,5,0,10,2,0,0,7,5,0,0,16,0,0,23,0,0,0,0,74,0,0,0,0,0,0,0,93,0,29,0,0,0,0,38,0,0,0,0,0,0,103,0,254,0,0,103,0,0,0,95,0,0,89,0,0,0,76,0,0,0,44,0,40,0,0,20,63,302,87,0,181,12,0,18,103,1287,0,215,0,0,0,766,0,0,0,0,188,0,0,99,0,0,77,0,0,0,73,24,0,22,14,52,188,238,0,888
Blasdell (Wegmans),0.0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,2,0,0,5,0,0,1,2,0,0,0,2,0,0,0,0,3,0,0,0,3,2,0,0,15,0,0,15,0,0,0,0,40,0,0,0,0,0,0,0,39,0,25,0,0,0,0,33,0,0,0,0,0,0,60,0,138,0,0,46,0,0,0,39,0,0,36,0,0,0,51,0,0,0,36,0,25,0,0,18,25,153,32,0,86,12,0,8,62,640,0,155,0,0,0,424,0,0,0,0,134,0,0,88,0,0,55,0,0,0,25,14,0,17,4,31,139,141,0,496
South Buffalo (South Park/Mercy Hospital of Buffalo),0.0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,5,1,1,0,1,0,2,0,1,0,1,0,4,0,4,0,0,0,0,3,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,3,0,1,1,0,0,0,5,0,0,5,3,0,3,2,0,6,3,4,3,0,4,0,9,2,0,0,10,4,0,0,17,0,0,29,0,0,0,0,64,0,0,0,0,0,0,0,88,0,26,0,0,0,0,84,0,0,0,0,0,0,116,0,340,0,0,146,0,0,0,86,0,0,92,0,0,0,102,0,0,0,77,0,73,0,0,59,37,295,74,0,218,23,0,39,125,1409,0,353,0,0,0,923,0,0,0,0,258,0,0,157,0,0,71,0,0,0,75,18,0,27,15,71,300,306,0,1062
