,Name,Population,Sq Mi,X,Y,Zip Code,Date,Total Case
1718,Angola,10113,28.86,42.6361,-79.02794,14006,7/23/20,30
1719,Basom,1923,41.17,43.0811,-78.4012,14013,7/23/20,0
1720,Boston,3060,23.54,42.6214,-78.7217,14025,7/23/20,11
1721,Bowmansville,910,0.79,42.9441,-78.6867,14026,7/23/20,4
1722,Chaffee,1867,20.9,42.5737,-78.507,14030,7/23/20,2
1723,Clarence,10145,20.83,42.993,-78.607,14031,7/23/20,84
1724,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,7/23/20,48
1725,Colden,2396,19.96,42.6521,-78.6869,14033,7/23/20,3
1726,Collins,1922,26.0,42.49089,-78.8573,14034,7/23/20,1
1727,Cowlesville,1081,17.91,42.8054,-78.4507,14037,7/23/20,1
1728,Depew,25714,9.15,42.89925,-78.70735,14043,7/23/20,113
1729,Derby,6463,12.32,42.69266,-78.9934,14047,7/23/20,19
1730,East Amherst,20690,16.19,43.0442,-78.695,14051,7/23/20,109
1731,East Aurora,17482,62.71,42.775,-78.5753,14052,7/23/20,252
1732,East Concord,1312,29.7,42.5468,-78.5954,14055,7/23/20,1
1733,Eden,7934,48.1,42.652283,-78.89698,14057,7/23/20,34
1734,Elma,9381,26.72,42.8255,-78.62666,14059,7/23/20,48
1735,Getzville,8374,3.8,43.0269,-78.762,14068,7/23/20,190
1736,Glenwood,678,5.42,42.6057,-78.6191,14069,7/23/20,3
1737,Gowanda,7706,44.41,42.44377,-78.90769,14070,7/23/20,14
1738,Grand Island,20809,33.26,43.0119,-78.9559,14072,7/23/20,120
1739,Hamburg,43111,38.97,42.716,-78.82434,14075,7/23/20,257
1740,Holland,4460,50.61,42.6405,-78.5435,14080,7/23/20,22
1741,Irving,3204,40.63,42.4617,-79.027,14081,7/23/20,7
1742,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,7/23/20,34
1743,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,7/23/20,220
1744,Lawtons,1086,22.21,42.5386,-78.9061,14091,7/23/20,3
1745,Marilla,1244,4.86,42.8368,-78.5573,14102,7/23/20,9
1746,North Collins,3482,32.93,42.581,-78.8707,14111,7/23/20,14
1747,Orchard Park,30810,40.39,42.7429,-78.7569,14127,7/23/20,224
1748,Sardinia,139,2.42,42.5276,-78.5045,14134,7/23/20,1
1749,South Wales,2371,23.28,42.69757,-78.5433,14139,7/23/20,4
1750,Springville,7799,73.22,42.5329,-78.7157,14141,7/23/20,46
1751,Strykersville,1405,26.97,42.7296,-78.41938,14145,7/23/20,0
1752,Tonawanda,40850,17.07,42.99298,-78.8812,14150,7/23/20,263
1753,West Falls,2270,13.31,42.7087,-78.6647,14170,7/23/20,6
1754,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,7/23/20,228
1755,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,7/23/20,20
1756,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,7/23/20,25
1757,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,7/23/20,111
1758,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,7/23/20,147
1759,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,7/23/20,457
1760,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,7/23/20,221
1761,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,7/23/20,218
1762,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,7/23/20,100
1763,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,7/23/20,296
1764,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,7/23/20,146
1765,West Side,26700,2.82,42.9166,-78.8919,14213,7/23/20,400
1766,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,7/23/20,165
1767,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,7/23/20,662
1768,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,7/23/20,161
1769,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,7/23/20,207
1770,Lackawana,18590,8.07,42.8155,-78.8112,14218,7/23/20,127
1771,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,7/23/20,65
1772,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,7/23/20,147
1773,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,7/23/20,498
1774,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,7/23/20,69
1775,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,7/23/20,133
1776,West Seneca,41070,20.19,42.83744,-78.7429,14224,7/23/20,248
1777,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,7/23/20,257
1778,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,7/23/20,187
1779,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,7/23/20,260
1780,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,7/23/20,128
1781,UB North Campus (Amherst),1670,0.97,,,14260,7/23/20,0
1782,Akron,9549,59.61,43.0414,-78.4963,14001,7/25/20,39
1783,Alden,12851,46.68,42.894668,-78.4833,14004,7/25/20,71
1784,Angola,10113,28.86,42.6361,-79.02794,14006,7/25/20,30
1785,Basom,1923,41.17,43.0811,-78.4012,14013,7/25/20,0
1786,Boston,3060,23.54,42.6214,-78.7217,14025,7/25/20,11
1787,Bowmansville,910,0.79,42.9441,-78.6867,14026,7/25/20,4
1788,Chaffee,1867,20.9,42.5737,-78.507,14030,7/25/20,2
1789,Clarence,10145,20.83,42.993,-78.607,14031,7/25/20,84
1790,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,7/25/20,50
1791,Colden,2396,19.96,42.6521,-78.6869,14033,7/25/20,3
1792,Collins,1922,26.0,42.49089,-78.8573,14034,7/25/20,1
1793,Cowlesville,1081,17.91,42.8054,-78.4507,14037,7/25/20,1
1794,Depew,25714,9.15,42.89925,-78.70735,14043,7/25/20,115
1795,Derby,6463,12.32,42.69266,-78.9934,14047,7/25/20,19
1796,East Amherst,20690,16.19,43.0442,-78.695,14051,7/25/20,111
1797,East Aurora,17482,62.71,42.775,-78.5753,14052,7/25/20,253
1798,East Concord,1312,29.7,42.5468,-78.5954,14055,7/25/20,1
1799,Eden,7934,48.1,42.652283,-78.89698,14057,7/25/20,34
1800,Elma,9381,26.72,42.8255,-78.62666,14059,7/25/20,48
1801,Getzville,8374,3.8,43.0269,-78.762,14068,7/25/20,191
1802,Glenwood,678,5.42,42.6057,-78.6191,14069,7/25/20,3
1803,Gowanda,7706,44.41,42.44377,-78.90769,14070,7/25/20,14
1804,Grand Island,20809,33.26,43.0119,-78.9559,14072,7/25/20,124
1805,Hamburg,43111,38.97,42.716,-78.82434,14075,7/25/20,258
1806,Holland,4460,50.61,42.6405,-78.5435,14080,7/25/20,23
1807,Irving,3204,40.63,42.4617,-79.027,14081,7/25/20,7
1808,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,7/25/20,34
1809,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,7/25/20,221
1810,Lawtons,1086,22.21,42.5386,-78.9061,14091,7/25/20,3
1811,Marilla,1244,4.86,42.8368,-78.5573,14102,7/25/20,9
1812,North Collins,3482,32.93,42.581,-78.8707,14111,7/25/20,14
1813,Orchard Park,30810,40.39,42.7429,-78.7569,14127,7/25/20,228
1814,Sardinia,139,2.42,42.5276,-78.5045,14134,7/25/20,1
1815,South Wales,2371,23.28,42.69757,-78.5433,14139,7/25/20,5
1816,Springville,7799,73.22,42.5329,-78.7157,14141,7/25/20,46
1817,Strykersville,1405,26.97,42.7296,-78.41938,14145,7/25/20,0
1818,Tonawanda,40850,17.07,42.99298,-78.8812,14150,7/25/20,267
1819,West Falls,2270,13.31,42.7087,-78.6647,14170,7/25/20,6
1820,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,7/25/20,233
1821,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,7/25/20,20
1822,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,7/25/20,25
1823,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,7/25/20,113
1824,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,7/25/20,149
1825,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,7/25/20,461
1826,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,7/25/20,223
1827,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,7/25/20,218
1828,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,7/25/20,101
1829,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,7/25/20,296
1830,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,7/25/20,146
1831,West Side,26700,2.82,42.9166,-78.8919,14213,7/25/20,402
1832,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,7/25/20,165
1833,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,7/25/20,669
1834,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,7/25/20,163
1835,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,7/25/20,210
1836,Lackawana,18590,8.07,42.8155,-78.8112,14218,7/25/20,132
1837,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,7/25/20,66
1838,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,7/25/20,148
1839,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,7/25/20,501
1840,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,7/25/20,69
1841,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,7/25/20,134
1842,West Seneca,41070,20.19,42.83744,-78.7429,14224,7/25/20,249
1843,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,7/25/20,260
1844,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,7/25/20,190
1845,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,7/25/20,263
1846,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,7/25/20,130
1847,UB North Campus (Amherst),1670,0.97,,,14260,7/25/20,0
1848,Akron,9549,59.61,43.0414,-78.4963,14001,7/26/20,39
1849,Alden,12851,46.68,42.894668,-78.4833,14004,7/26/20,71
1850,Angola,10113,28.86,42.6361,-79.02794,14006,7/26/20,30
1851,Basom,1923,41.17,43.0811,-78.4012,14013,7/26/20,0
1852,Boston,3060,23.54,42.6214,-78.7217,14025,7/26/20,11
1853,Bowmansville,910,0.79,42.9441,-78.6867,14026,7/26/20,4
1854,Chaffee,1867,20.9,42.5737,-78.507,14030,7/26/20,2
1855,Clarence,10145,20.83,42.993,-78.607,14031,7/26/20,84
1856,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,7/26/20,50
1857,Colden,2396,19.96,42.6521,-78.6869,14033,7/26/20,3
1858,Collins,1922,26.0,42.49089,-78.8573,14034,7/26/20,1
1859,Cowlesville,1081,17.91,42.8054,-78.4507,14037,7/26/20,1
1860,Depew,25714,9.15,42.89925,-78.70735,14043,7/26/20,115
1861,Derby,6463,12.32,42.69266,-78.9934,14047,7/26/20,19
1862,East Amherst,20690,16.19,43.0442,-78.695,14051,7/26/20,111
1863,East Aurora,17482,62.71,42.775,-78.5753,14052,7/26/20,253
1864,East Concord,1312,29.7,42.5468,-78.5954,14055,7/26/20,1
1865,Eden,7934,48.1,42.652283,-78.89698,14057,7/26/20,34
1866,Elma,9381,26.72,42.8255,-78.62666,14059,7/26/20,48
1867,Getzville,8374,3.8,43.0269,-78.762,14068,7/26/20,191
1868,Glenwood,678,5.42,42.6057,-78.6191,14069,7/26/20,3
1869,Gowanda,7706,44.41,42.44377,-78.90769,14070,7/26/20,14
1870,Grand Island,20809,33.26,43.0119,-78.9559,14072,7/26/20,124
1871,Hamburg,43111,38.97,42.716,-78.82434,14075,7/26/20,258
1872,Holland,4460,50.61,42.6405,-78.5435,14080,7/26/20,23
1873,Irving,3204,40.63,42.4617,-79.027,14081,7/26/20,7
1874,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,7/26/20,34
1875,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,7/26/20,221
1876,Lawtons,1086,22.21,42.5386,-78.9061,14091,7/26/20,3
1877,Marilla,1244,4.86,42.8368,-78.5573,14102,7/26/20,9
1878,North Collins,3482,32.93,42.581,-78.8707,14111,7/26/20,14
1879,Orchard Park,30810,40.39,42.7429,-78.7569,14127,7/26/20,228
1880,Sardinia,139,2.42,42.5276,-78.5045,14134,7/26/20,1
1881,South Wales,2371,23.28,42.69757,-78.5433,14139,7/26/20,5
1882,Springville,7799,73.22,42.5329,-78.7157,14141,7/26/20,46
1883,Strykersville,1405,26.97,42.7296,-78.41938,14145,7/26/20,0
1884,Tonawanda,40850,17.07,42.99298,-78.8812,14150,7/26/20,267
1885,West Falls,2270,13.31,42.7087,-78.6647,14170,7/26/20,6
1886,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,7/26/20,233
1887,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,7/26/20,20
1888,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,7/26/20,25
1889,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,7/26/20,113
1890,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,7/26/20,149
1891,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,7/26/20,461
1892,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,7/26/20,223
1893,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,7/26/20,218
1894,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,7/26/20,101
1895,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,7/26/20,296
1896,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,7/26/20,146
1897,West Side,26700,2.82,42.9166,-78.8919,14213,7/26/20,402
1898,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,7/26/20,165
1899,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,7/26/20,669
1900,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,7/26/20,163
1901,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,7/26/20,210
1902,Lackawana,18590,8.07,42.8155,-78.8112,14218,7/26/20,132
1903,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,7/26/20,66
1904,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,7/26/20,148
1905,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,7/26/20,501
1906,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,7/26/20,69
1907,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,7/26/20,134
1908,West Seneca,41070,20.19,42.83744,-78.7429,14224,7/26/20,249
1909,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,7/26/20,260
1910,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,7/26/20,190
1911,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,7/26/20,263
1912,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,7/26/20,130
1913,UB North Campus (Amherst),1670,0.97,,,14260,7/26/20,0
1914,Akron,9549,59.61,43.0414,-78.4963,14001,7/27/20,39
1915,Alden,12851,46.68,42.894668,-78.4833,14004,7/27/20,72
1916,Angola,10113,28.86,42.6361,-79.02794,14006,7/27/20,30
1917,Basom,1923,41.17,43.0811,-78.4012,14013,7/27/20,0
1918,Boston,3060,23.54,42.6214,-78.7217,14025,7/27/20,12
1919,Bowmansville,910,0.79,42.9441,-78.6867,14026,7/27/20,4
1920,Chaffee,1867,20.9,42.5737,-78.507,14030,7/27/20,2
1921,Clarence,10145,20.83,42.993,-78.607,14031,7/27/20,84
1922,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,7/27/20,50
1923,Colden,2396,19.96,42.6521,-78.6869,14033,7/27/20,3
1924,Collins,1922,26.0,42.49089,-78.8573,14034,7/27/20,1
1925,Cowlesville,1081,17.91,42.8054,-78.4507,14037,7/27/20,1
1926,Depew,25714,9.15,42.89925,-78.70735,14043,7/27/20,117
1927,Derby,6463,12.32,42.69266,-78.9934,14047,7/27/20,19
1928,East Amherst,20690,16.19,43.0442,-78.695,14051,7/27/20,114
1929,East Aurora,17482,62.71,42.775,-78.5753,14052,7/27/20,253
1930,East Concord,1312,29.7,42.5468,-78.5954,14055,7/27/20,1
1931,Eden,7934,48.1,42.652283,-78.89698,14057,7/27/20,34
1932,Elma,9381,26.72,42.8255,-78.62666,14059,7/27/20,48
1933,Getzville,8374,3.8,43.0269,-78.762,14068,7/27/20,191
1934,Glenwood,678,5.42,42.6057,-78.6191,14069,7/27/20,3
1935,Gowanda,7706,44.41,42.44377,-78.90769,14070,7/27/20,14
1936,Grand Island,20809,33.26,43.0119,-78.9559,14072,7/27/20,126
1937,Hamburg,43111,38.97,42.716,-78.82434,14075,7/27/20,260
1938,Holland,4460,50.61,42.6405,-78.5435,14080,7/27/20,23
1939,Irving,3204,40.63,42.4617,-79.027,14081,7/27/20,7
1940,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,7/27/20,36
1941,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,7/27/20,223
1942,Lawtons,1086,22.21,42.5386,-78.9061,14091,7/27/20,3
1943,Marilla,1244,4.86,42.8368,-78.5573,14102,7/27/20,9
1944,North Collins,3482,32.93,42.581,-78.8707,14111,7/27/20,14
1945,Orchard Park,30810,40.39,42.7429,-78.7569,14127,7/27/20,230
1946,Sardinia,139,2.42,42.5276,-78.5045,14134,7/27/20,1
1947,South Wales,2371,23.28,42.69757,-78.5433,14139,7/27/20,5
1948,Springville,7799,73.22,42.5329,-78.7157,14141,7/27/20,46
1949,Strykersville,1405,26.97,42.7296,-78.41938,14145,7/27/20,0
1950,Tonawanda,40850,17.07,42.99298,-78.8812,14150,7/27/20,269
1951,West Falls,2270,13.31,42.7087,-78.6647,14170,7/27/20,6
1952,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,7/27/20,239
1953,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,7/27/20,20
1954,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,7/27/20,25
1955,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,7/27/20,118
1956,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,7/27/20,151
1957,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,7/27/20,468
1958,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,7/27/20,225
1959,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,7/27/20,220
1960,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,7/27/20,103
1961,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,7/27/20,304
1962,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,7/27/20,147
1963,West Side,26700,2.82,42.9166,-78.8919,14213,7/27/20,409
1964,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,7/27/20,167
1965,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,7/27/20,676
1966,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,7/27/20,166
1967,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,7/27/20,210
1968,Lackawana,18590,8.07,42.8155,-78.8112,14218,7/27/20,132
1969,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,7/27/20,66
1970,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,7/27/20,152
1971,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,7/27/20,505
1972,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,7/27/20,73
1973,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,7/27/20,134
1974,West Seneca,41070,20.19,42.83744,-78.7429,14224,7/27/20,250
1975,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,7/27/20,262
1976,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,7/27/20,192
1977,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,7/27/20,263
1978,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,7/27/20,135
1979,UB North Campus (Amherst),1670,0.97,,,14260,7/27/20,0
1980,Akron,9549,59.61,43.0414,-78.4963,14001,7/28/20,39
1981,Alden,12851,46.68,42.894668,-78.4833,14004,7/28/20,72
1982,Angola,10113,28.86,42.6361,-79.02794,14006,7/28/20,30
1983,Basom,1923,41.17,43.0811,-78.4012,14013,7/28/20,0
1984,Boston,3060,23.54,42.6214,-78.7217,14025,7/28/20,12
1985,Bowmansville,910,0.79,42.9441,-78.6867,14026,7/28/20,4
1986,Chaffee,1867,20.9,42.5737,-78.507,14030,7/28/20,2
1987,Clarence,10145,20.83,42.993,-78.607,14031,7/28/20,84
1988,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,7/28/20,50
1989,Colden,2396,19.96,42.6521,-78.6869,14033,7/28/20,3
1990,Collins,1922,26.0,42.49089,-78.8573,14034,7/28/20,1
1991,Cowlesville,1081,17.91,42.8054,-78.4507,14037,7/28/20,1
1992,Depew,25714,9.15,42.89925,-78.70735,14043,7/28/20,117
1993,Derby,6463,12.32,42.69266,-78.9934,14047,7/28/20,19
1994,East Amherst,20690,16.19,43.0442,-78.695,14051,7/28/20,114
1995,East Aurora,17482,62.71,42.775,-78.5753,14052,7/28/20,253
1996,East Concord,1312,29.7,42.5468,-78.5954,14055,7/28/20,1
1997,Eden,7934,48.1,42.652283,-78.89698,14057,7/28/20,34
1998,Elma,9381,26.72,42.8255,-78.62666,14059,7/28/20,48
1999,Getzville,8374,3.8,43.0269,-78.762,14068,7/28/20,191
2000,Glenwood,678,5.42,42.6057,-78.6191,14069,7/28/20,3
2001,Gowanda,7706,44.41,42.44377,-78.90769,14070,7/28/20,14
2002,Grand Island,20809,33.26,43.0119,-78.9559,14072,7/28/20,126
2003,Hamburg,43111,38.97,42.716,-78.82434,14075,7/28/20,260
2004,Holland,4460,50.61,42.6405,-78.5435,14080,7/28/20,23
2005,Irving,3204,40.63,42.4617,-79.027,14081,7/28/20,7
2006,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,7/28/20,36
2007,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,7/28/20,223
2008,Lawtons,1086,22.21,42.5386,-78.9061,14091,7/28/20,3
2009,Marilla,1244,4.86,42.8368,-78.5573,14102,7/28/20,9
2010,North Collins,3482,32.93,42.581,-78.8707,14111,7/28/20,14
2011,Orchard Park,30810,40.39,42.7429,-78.7569,14127,7/28/20,230
2012,Sardinia,139,2.42,42.5276,-78.5045,14134,7/28/20,1
2013,South Wales,2371,23.28,42.69757,-78.5433,14139,7/28/20,5
2014,Springville,7799,73.22,42.5329,-78.7157,14141,7/28/20,46
2015,Strykersville,1405,26.97,42.7296,-78.41938,14145,7/28/20,0
2016,Tonawanda,40850,17.07,42.99298,-78.8812,14150,7/28/20,269
2017,West Falls,2270,13.31,42.7087,-78.6647,14170,7/28/20,6
2018,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,7/28/20,239
2019,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,7/28/20,20
2020,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,7/28/20,25
2021,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,7/28/20,118
2022,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,7/28/20,151
2023,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,7/28/20,468
2024,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,7/28/20,225
2025,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,7/28/20,220
2026,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,7/28/20,103
2027,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,7/28/20,304
2028,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,7/28/20,147
2029,West Side,26700,2.82,42.9166,-78.8919,14213,7/28/20,409
2030,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,7/28/20,167
2031,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,7/28/20,676
2032,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,7/28/20,166
2033,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,7/28/20,210
2034,Lackawana,18590,8.07,42.8155,-78.8112,14218,7/28/20,132
2035,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,7/28/20,66
2036,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,7/28/20,152
2037,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,7/28/20,505
