,Name,Population,Sq Mi,X,Y,Zip Code,Date,Daily Cases
2733,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,8/8/20,0.0
2734,Lawtons,1086,22.21,42.5386,-78.9061,14091,8/8/20,0.0
2735,Marilla,1244,4.86,42.8368,-78.5573,14102,8/8/20,0.0
2736,North Collins,3482,32.93,42.581,-78.8707,14111,8/8/20,0.0
2737,Orchard Park,30810,40.39,42.7429,-78.7569,14127,8/8/20,0.0
2738,Sardinia,139,2.42,42.5276,-78.5045,14134,8/8/20,0.0
2739,South Wales,2371,23.28,42.69757,-78.5433,14139,8/8/20,0.0
2740,Springville,7799,73.22,42.5329,-78.7157,14141,8/8/20,0.0
2741,Strykersville,1405,26.97,42.7296,-78.41938,14145,8/8/20,0.0
2742,Tonawanda,40850,17.07,42.992979999999996,-78.8812,14150,8/8/20,0.0
2743,West Falls,2270,13.31,42.7087,-78.6647,14170,8/8/20,0.0
2744,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,8/8/20,0.0
2745,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,8/8/20,0.0
2746,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,8/8/20,0.0
2747,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,8/8/20,0.0
2748,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,8/8/20,0.0
2749,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,8/8/20,0.0
2750,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,8/8/20,0.0
2751,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,8/8/20,0.0
2752,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,8/8/20,0.0
2753,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,8/8/20,0.0
2754,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,8/8/20,0.0
2755,West Side,26700,2.82,42.9166,-78.8919,14213,8/8/20,0.0
2756,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,8/8/20,0.0
2757,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,8/8/20,0.0
2758,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,8/8/20,0.0
2759,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,8/8/20,0.0
2760,Lackawana,18590,8.07,42.8155,-78.8112,14218,8/8/20,0.0
2761,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,8/8/20,0.0
2762,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,8/8/20,0.0
2763,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,8/8/20,0.0
2764,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,8/8/20,0.0
2765,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,8/8/20,0.0
2766,West Seneca,41070,20.19,42.83744,-78.7429,14224,8/8/20,0.0
2767,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,8/8/20,0.0
2768,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,8/8/20,0.0
2769,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,8/8/20,0.0
2770,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,8/8/20,0.0
2771,UB North Campus (Amherst),1670,0.97,,,14260,8/8/20,0.0
2772,Akron,9549,59.61,43.0414,-78.4963,14001,8/9/20,0.0
2773,Alden,12851,46.68,42.894667999999996,-78.4833,14004,8/9/20,0.0
2774,Angola,10113,28.86,42.6361,-79.02794,14006,8/9/20,0.0
2775,Basom,1923,41.17,43.0811,-78.4012,14013,8/9/20,0.0
2776,Boston,3060,23.54,42.6214,-78.7217,14025,8/9/20,0.0
2777,Bowmansville,910,0.79,42.9441,-78.6867,14026,8/9/20,0.0
2778,Chaffee,1867,20.9,42.5737,-78.507,14030,8/9/20,0.0
2779,Clarence,10145,20.83,42.993,-78.607,14031,8/9/20,0.0
2780,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,8/9/20,0.0
2781,Colden,2396,19.96,42.6521,-78.6869,14033,8/9/20,0.0
2782,Collins,1922,26.0,42.49089,-78.8573,14034,8/9/20,0.0
2783,Cowlesville,1081,17.91,42.8054,-78.4507,14037,8/9/20,0.0
2784,Depew,25714,9.15,42.89925,-78.70735,14043,8/9/20,0.0
2785,Derby,6463,12.32,42.69266,-78.9934,14047,8/9/20,0.0
2786,East Amherst,20690,16.19,43.0442,-78.695,14051,8/9/20,0.0
2787,East Aurora,17482,62.71,42.775,-78.5753,14052,8/9/20,0.0
2788,East Concord,1312,29.7,42.5468,-78.5954,14055,8/9/20,0.0
2789,Eden,7934,48.1,42.652283000000004,-78.89698,14057,8/9/20,0.0
2790,Elma,9381,26.72,42.8255,-78.62666,14059,8/9/20,0.0
2791,Getzville,8374,3.8,43.0269,-78.762,14068,8/9/20,0.0
2792,Glenwood,678,5.42,42.6057,-78.6191,14069,8/9/20,0.0
2793,Gowanda,7706,44.41,42.44377,-78.90769,14070,8/9/20,0.0
2794,Grand Island,20809,33.26,43.0119,-78.9559,14072,8/9/20,0.0
2795,Hamburg,43111,38.97,42.716,-78.82434,14075,8/9/20,0.0
2796,Holland,4460,50.61,42.6405,-78.5435,14080,8/9/20,0.0
2797,Irving,3204,40.63,42.4617,-79.027,14081,8/9/20,0.0
2798,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,8/9/20,0.0
2799,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,8/9/20,0.0
2800,Lawtons,1086,22.21,42.5386,-78.9061,14091,8/9/20,0.0
2801,Marilla,1244,4.86,42.8368,-78.5573,14102,8/9/20,0.0
2802,North Collins,3482,32.93,42.581,-78.8707,14111,8/9/20,0.0
2803,Orchard Park,30810,40.39,42.7429,-78.7569,14127,8/9/20,0.0
2804,Sardinia,139,2.42,42.5276,-78.5045,14134,8/9/20,0.0
2805,South Wales,2371,23.28,42.69757,-78.5433,14139,8/9/20,0.0
2806,Springville,7799,73.22,42.5329,-78.7157,14141,8/9/20,0.0
2807,Strykersville,1405,26.97,42.7296,-78.41938,14145,8/9/20,0.0
2808,Tonawanda,40850,17.07,42.992979999999996,-78.8812,14150,8/9/20,0.0
2809,West Falls,2270,13.31,42.7087,-78.6647,14170,8/9/20,0.0
2810,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,8/9/20,0.0
2811,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,8/9/20,0.0
2812,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,8/9/20,0.0
2813,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,8/9/20,0.0
2814,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,8/9/20,0.0
2815,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,8/9/20,0.0
2816,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,8/9/20,0.0
2817,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,8/9/20,0.0
2818,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,8/9/20,0.0
2819,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,8/9/20,0.0
2820,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,8/9/20,0.0
2821,West Side,26700,2.82,42.9166,-78.8919,14213,8/9/20,0.0
2822,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,8/9/20,0.0
2823,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,8/9/20,0.0
2824,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,8/9/20,0.0
2825,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,8/9/20,0.0
2826,Lackawana,18590,8.07,42.8155,-78.8112,14218,8/9/20,0.0
2827,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,8/9/20,0.0
2828,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,8/9/20,0.0
2829,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,8/9/20,0.0
2830,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,8/9/20,0.0
2831,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,8/9/20,0.0
2832,West Seneca,41070,20.19,42.83744,-78.7429,14224,8/9/20,0.0
2833,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,8/9/20,0.0
2834,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,8/9/20,0.0
2835,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,8/9/20,0.0
2836,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,8/9/20,0.0
2837,UB North Campus (Amherst),1670,0.97,,,14260,8/9/20,0.0
2838,Akron,9549,59.61,43.0414,-78.4963,14001,8/10/20,0.0
2839,Alden,12851,46.68,42.894667999999996,-78.4833,14004,8/10/20,1.0
2840,Angola,10113,28.86,42.6361,-79.02794,14006,8/10/20,2.0
2841,Basom,1923,41.17,43.0811,-78.4012,14013,8/10/20,0.0
2842,Boston,3060,23.54,42.6214,-78.7217,14025,8/10/20,0.0
2843,Bowmansville,910,0.79,42.9441,-78.6867,14026,8/10/20,0.0
2844,Chaffee,1867,20.9,42.5737,-78.507,14030,8/10/20,0.0
2845,Clarence,10145,20.83,42.993,-78.607,14031,8/10/20,0.0
2846,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,8/10/20,2.0
2847,Colden,2396,19.96,42.6521,-78.6869,14033,8/10/20,1.0
2848,Collins,1922,26.0,42.49089,-78.8573,14034,8/10/20,0.0
2849,Cowlesville,1081,17.91,42.8054,-78.4507,14037,8/10/20,0.0
2850,Depew,25714,9.15,42.89925,-78.70735,14043,8/10/20,-1.0
2851,Derby,6463,12.32,42.69266,-78.9934,14047,8/10/20,0.0
2852,East Amherst,20690,16.19,43.0442,-78.695,14051,8/10/20,5.0
2853,East Aurora,17482,62.71,42.775,-78.5753,14052,8/10/20,4.0
2854,East Concord,1312,29.7,42.5468,-78.5954,14055,8/10/20,0.0
2855,Eden,7934,48.1,42.652283000000004,-78.89698,14057,8/10/20,41.0
2856,Elma,9381,26.72,42.8255,-78.62666,14059,8/10/20,2.0
2857,Getzville,8374,3.8,43.0269,-78.762,14068,8/10/20,-1.0
2858,Glenwood,678,5.42,42.6057,-78.6191,14069,8/10/20,0.0
2859,Gowanda,7706,44.41,42.44377,-78.90769,14070,8/10/20,0.0
2860,Grand Island,20809,33.26,43.0119,-78.9559,14072,8/10/20,1.0
2861,Hamburg,43111,38.97,42.716,-78.82434,14075,8/10/20,2.0
2862,Holland,4460,50.61,42.6405,-78.5435,14080,8/10/20,1.0
2863,Irving,3204,40.63,42.4617,-79.027,14081,8/10/20,0.0
2864,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,8/10/20,0.0
2865,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,8/10/20,6.0
2866,Lawtons,1086,22.21,42.5386,-78.9061,14091,8/10/20,0.0
2867,Marilla,1244,4.86,42.8368,-78.5573,14102,8/10/20,0.0
2868,North Collins,3482,32.93,42.581,-78.8707,14111,8/10/20,2.0
2869,Orchard Park,30810,40.39,42.7429,-78.7569,14127,8/10/20,4.0
2870,Sardinia,139,2.42,42.5276,-78.5045,14134,8/10/20,0.0
2871,South Wales,2371,23.28,42.69757,-78.5433,14139,8/10/20,0.0
2872,Springville,7799,73.22,42.5329,-78.7157,14141,8/10/20,1.0
2873,Strykersville,1405,26.97,42.7296,-78.41938,14145,8/10/20,0.0
2874,Tonawanda,40850,17.07,42.992979999999996,-78.8812,14150,8/10/20,3.0
2875,West Falls,2270,13.31,42.7087,-78.6647,14170,8/10/20,0.0
2876,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,8/10/20,8.0
2877,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,8/10/20,0.0
2878,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,8/10/20,0.0
2879,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,8/10/20,6.0
2880,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,8/10/20,1.0
2881,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,8/10/20,13.0
2882,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,8/10/20,8.0
2883,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,8/10/20,1.0
2884,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,8/10/20,6.0
2885,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,8/10/20,3.0
2886,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,8/10/20,0.0
2887,West Side,26700,2.82,42.9166,-78.8919,14213,8/10/20,6.0
2888,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,8/10/20,4.0
2889,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,8/10/20,20.0
2890,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,8/10/20,7.0
2891,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,8/10/20,5.0
2892,Lackawana,18590,8.07,42.8155,-78.8112,14218,8/10/20,4.0
2893,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,8/10/20,1.0
2894,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,8/10/20,2.0
2895,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,8/10/20,7.0
2896,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,8/10/20,5.0
2897,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,8/10/20,3.0
2898,West Seneca,41070,20.19,42.83744,-78.7429,14224,8/10/20,5.0
2899,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,8/10/20,6.0
2900,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,8/10/20,7.0
2901,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,8/10/20,9.0
2902,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,8/10/20,0.0
2903,UB North Campus (Amherst),1670,0.97,,,14260,8/10/20,0.0
2904,Akron,9549,59.61,43.0414,-78.4963,14001,8/12/20,0.0
2905,Alden,12851,46.68,42.894667999999996,-78.4833,14004,8/12/20,0.0
2906,Angola,10113,28.86,42.6361,-79.02794,14006,8/12/20,0.0
2907,Basom,1923,41.17,43.0811,-78.4012,14013,8/12/20,0.0
2908,Boston,3060,23.54,42.6214,-78.7217,14025,8/12/20,0.0
2909,Bowmansville,910,0.79,42.9441,-78.6867,14026,8/12/20,0.0
2910,Chaffee,1867,20.9,42.5737,-78.507,14030,8/12/20,0.0
2911,Clarence,10145,20.83,42.993,-78.607,14031,8/12/20,0.0
2912,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,8/12/20,0.0
2913,Colden,2396,19.96,42.6521,-78.6869,14033,8/12/20,0.0
2914,Collins,1922,26.0,42.49089,-78.8573,14034,8/12/20,0.0
2915,Cowlesville,1081,17.91,42.8054,-78.4507,14037,8/12/20,0.0
2916,Depew,25714,9.15,42.89925,-78.70735,14043,8/12/20,0.0
2917,Derby,6463,12.32,42.69266,-78.9934,14047,8/12/20,0.0
2918,East Amherst,20690,16.19,43.0442,-78.695,14051,8/12/20,0.0
2919,East Aurora,17482,62.71,42.775,-78.5753,14052,8/12/20,0.0
2920,East Concord,1312,29.7,42.5468,-78.5954,14055,8/12/20,0.0
2921,Eden,7934,48.1,42.652283000000004,-78.89698,14057,8/12/20,0.0
2922,Elma,9381,26.72,42.8255,-78.62666,14059,8/12/20,0.0
2923,Getzville,8374,3.8,43.0269,-78.762,14068,8/12/20,0.0
2924,Glenwood,678,5.42,42.6057,-78.6191,14069,8/12/20,0.0
2925,Gowanda,7706,44.41,42.44377,-78.90769,14070,8/12/20,0.0
2926,Grand Island,20809,33.26,43.0119,-78.9559,14072,8/12/20,0.0
2927,Hamburg,43111,38.97,42.716,-78.82434,14075,8/12/20,0.0
2928,Holland,4460,50.61,42.6405,-78.5435,14080,8/12/20,0.0
2929,Irving,3204,40.63,42.4617,-79.027,14081,8/12/20,0.0
2930,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,8/12/20,0.0
2931,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,8/12/20,0.0
2932,Lawtons,1086,22.21,42.5386,-78.9061,14091,8/12/20,0.0
2933,Marilla,1244,4.86,42.8368,-78.5573,14102,8/12/20,0.0
2934,North Collins,3482,32.93,42.581,-78.8707,14111,8/12/20,0.0
2935,Orchard Park,30810,40.39,42.7429,-78.7569,14127,8/12/20,0.0
2936,Sardinia,139,2.42,42.5276,-78.5045,14134,8/12/20,0.0
2937,South Wales,2371,23.28,42.69757,-78.5433,14139,8/12/20,0.0
2938,Springville,7799,73.22,42.5329,-78.7157,14141,8/12/20,0.0
2939,Strykersville,1405,26.97,42.7296,-78.41938,14145,8/12/20,0.0
2940,Tonawanda,40850,17.07,42.992979999999996,-78.8812,14150,8/12/20,0.0
2941,West Falls,2270,13.31,42.7087,-78.6647,14170,8/12/20,0.0
2942,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,8/12/20,0.0
2943,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,8/12/20,0.0
2944,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,8/12/20,0.0
2945,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,8/12/20,0.0
2946,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,8/12/20,0.0
2947,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,8/12/20,0.0
2948,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,8/12/20,0.0
2949,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,8/12/20,0.0
2950,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,8/12/20,0.0
2951,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,8/12/20,0.0
2952,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,8/12/20,0.0
2953,West Side,26700,2.82,42.9166,-78.8919,14213,8/12/20,0.0
2954,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,8/12/20,0.0
2955,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,8/12/20,0.0
2956,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,8/12/20,0.0
2957,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,8/12/20,0.0
2958,Lackawana,18590,8.07,42.8155,-78.8112,14218,8/12/20,0.0
2959,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,8/12/20,0.0
2960,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,8/12/20,0.0
2961,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,8/12/20,0.0
2962,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,8/12/20,0.0
2963,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,8/12/20,0.0
2964,West Seneca,41070,20.19,42.83744,-78.7429,14224,8/12/20,0.0
2965,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,8/12/20,0.0
2966,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,8/12/20,0.0
2967,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,8/12/20,0.0
2968,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,8/12/20,0.0
2969,UB North Campus (Amherst),1670,0.97,,,14260,8/12/20,0.0
2970,Akron,9549,59.61,43.0414,-78.4963,14001,8/13/20,0.0
2971,Alden,12851,46.68,42.894667999999996,-78.4833,14004,8/13/20,0.0
2972,Angola,10113,28.86,42.6361,-79.02794,14006,8/13/20,1.0
2973,Basom,1923,41.17,43.0811,-78.4012,14013,8/13/20,0.0
2974,Boston,3060,23.54,42.6214,-78.7217,14025,8/13/20,0.0
2975,Bowmansville,910,0.79,42.9441,-78.6867,14026,8/13/20,0.0
2976,Chaffee,1867,20.9,42.5737,-78.507,14030,8/13/20,0.0
2977,Clarence,10145,20.83,42.993,-78.607,14031,8/13/20,0.0
2978,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,8/13/20,0.0
2979,Colden,2396,19.96,42.6521,-78.6869,14033,8/13/20,0.0
2980,Collins,1922,26.0,42.49089,-78.8573,14034,8/13/20,0.0
2981,Cowlesville,1081,17.91,42.8054,-78.4507,14037,8/13/20,0.0
2982,Depew,25714,9.15,42.89925,-78.70735,14043,8/13/20,1.0
2983,Derby,6463,12.32,42.69266,-78.9934,14047,8/13/20,0.0
2984,East Amherst,20690,16.19,43.0442,-78.695,14051,8/13/20,4.0
2985,East Aurora,17482,62.71,42.775,-78.5753,14052,8/13/20,1.0
2986,East Concord,1312,29.7,42.5468,-78.5954,14055,8/13/20,0.0
2987,Eden,7934,48.1,42.652283000000004,-78.89698,14057,8/13/20,0.0
2988,Elma,9381,26.72,42.8255,-78.62666,14059,8/13/20,0.0
2989,Getzville,8374,3.8,43.0269,-78.762,14068,8/13/20,1.0
2990,Glenwood,678,5.42,42.6057,-78.6191,14069,8/13/20,0.0
2991,Gowanda,7706,44.41,42.44377,-78.90769,14070,8/13/20,0.0
2992,Grand Island,20809,33.26,43.0119,-78.9559,14072,8/13/20,0.0
2993,Hamburg,43111,38.97,42.716,-78.82434,14075,8/13/20,0.0
2994,Holland,4460,50.61,42.6405,-78.5435,14080,8/13/20,0.0
2995,Irving,3204,40.63,42.4617,-79.027,14081,8/13/20,0.0
2996,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,8/13/20,0.0
2997,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,8/13/20,5.0
2998,Lawtons,1086,22.21,42.5386,-78.9061,14091,8/13/20,0.0
2999,Marilla,1244,4.86,42.8368,-78.5573,14102,8/13/20,0.0
3000,North Collins,3482,32.93,42.581,-78.8707,14111,8/13/20,0.0
3001,Orchard Park,30810,40.39,42.7429,-78.7569,14127,8/13/20,1.0
3002,Sardinia,139,2.42,42.5276,-78.5045,14134,8/13/20,0.0
3003,South Wales,2371,23.28,42.69757,-78.5433,14139,8/13/20,0.0
3004,Springville,7799,73.22,42.5329,-78.7157,14141,8/13/20,0.0
3005,Strykersville,1405,26.97,42.7296,-78.41938,14145,8/13/20,0.0
3006,Tonawanda,40850,17.07,42.992979999999996,-78.8812,14150,8/13/20,0.0
3007,West Falls,2270,13.31,42.7087,-78.6647,14170,8/13/20,0.0
3008,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,8/13/20,0.0
3009,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,8/13/20,0.0
3010,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,8/13/20,0.0
3011,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,8/13/20,3.0
3012,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,8/13/20,2.0
3013,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,8/13/20,3.0
3014,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,8/13/20,0.0
3015,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,8/13/20,0.0
3016,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,8/13/20,3.0
3017,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,8/13/20,5.0
3018,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,8/13/20,5.0
3019,West Side,26700,2.82,42.9166,-78.8919,14213,8/13/20,0.0
3020,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,8/13/20,3.0
3021,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,8/13/20,11.0
3022,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,8/13/20,1.0
3023,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,8/13/20,1.0
3024,Lackawana,18590,8.07,42.8155,-78.8112,14218,8/13/20,4.0
3025,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,8/13/20,0.0
3026,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,8/13/20,1.0
3027,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,8/13/20,10.0
3028,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,8/13/20,0.0
3029,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,8/13/20,3.0
3030,West Seneca,41070,20.19,42.83744,-78.7429,14224,8/13/20,4.0
3031,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,8/13/20,1.0
3032,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,8/13/20,1.0
3033,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,8/13/20,3.0
3034,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,8/13/20,1.0
3035,UB North Campus (Amherst),1670,0.97,,,14260,8/13/20,0.0
3036,Akron,9549,59.61,43.0414,-78.4963,14001,8/14/20,0.0
3037,Alden,12851,46.68,42.894667999999996,-78.4833,14004,8/14/20,0.0
3038,Angola,10113,28.86,42.6361,-79.02794,14006,8/14/20,0.0
3039,Basom,1923,41.17,43.0811,-78.4012,14013,8/14/20,0.0
3040,Boston,3060,23.54,42.6214,-78.7217,14025,8/14/20,0.0
3041,Bowmansville,910,0.79,42.9441,-78.6867,14026,8/14/20,0.0
3042,Chaffee,1867,20.9,42.5737,-78.507,14030,8/14/20,0.0
3043,Clarence,10145,20.83,42.993,-78.607,14031,8/14/20,0.0
3044,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,8/14/20,0.0
3045,Colden,2396,19.96,42.6521,-78.6869,14033,8/14/20,0.0
3046,Collins,1922,26.0,42.49089,-78.8573,14034,8/14/20,0.0
3047,Cowlesville,1081,17.91,42.8054,-78.4507,14037,8/14/20,0.0
3048,Depew,25714,9.15,42.89925,-78.70735,14043,8/14/20,0.0
3049,Derby,6463,12.32,42.69266,-78.9934,14047,8/14/20,0.0
3050,East Amherst,20690,16.19,43.0442,-78.695,14051,8/14/20,0.0
3051,East Aurora,17482,62.71,42.775,-78.5753,14052,8/14/20,0.0
3052,East Concord,1312,29.7,42.5468,-78.5954,14055,8/14/20,0.0
3053,Eden,7934,48.1,42.652283000000004,-78.89698,14057,8/14/20,0.0
3054,Elma,9381,26.72,42.8255,-78.62666,14059,8/14/20,0.0
